1.55088526e+01,1.55088526e+01,7.72156853e-01
1.32443479e+01,1.32443479e+01,2.58768434e-01
5.13385122e+01,5.13385122e+01,1.87312465e+00
6.29912342e+01,6.29912342e+01,2.38572270e+00
2.70293102e+01,2.70293102e+01,2.15938076e+00
5.02831001e+00,5.02831001e+00,3.96028055e-01
2.12921765e+00,2.12921765e+00,7.74909311e-02
7.73772838e+01,7.73772838e+01,7.19953850e-01
8.33329504e+00,8.33329504e+00,1.42241801e+00
8.57190280e+00,8.57190280e+00,2.68083582e-01
;
2.09979589e+01,2.09979589e+01,6.89770055e-02
1.25233211e+01,1.25233211e+01,1.83377181e+00
1.36280373e+01,1.36280373e+01,2.99349676e-02
2.25433452e+00,2.25433452e+00,3.70871085e-01
9.32240731e+00,9.32240731e+00,1.16486721e-01
1.72956043e+00,1.72956043e+00,6.87984604e-02
4.26116749e+01,4.26116749e+01,1.46456666e+00
6.09409904e+01,6.09409904e+01,3.74655568e+00
1.95855461e+00,1.95855461e+00,1.40299437e-01
1.63598431e+00,1.63598431e+00,7.16876062e-02
;
1.49130537e+00,1.49130537e+00,3.44038118e-02
3.31174110e+01,3.31174110e+01,3.48775733e-01
2.62674473e+00,2.62674473e+00,2.87497642e-02
4.10249954e+01,4.10249954e+01,1.66456256e+00
4.64683943e+00,4.64683943e+00,1.38447452e+00
1.68458588e+00,1.68458588e+00,1.10864542e-01
8.48447150e+01,8.48447150e+01,4.69522180e-01
9.89553147e+01,9.89553147e+01,1.82868637e+00
1.09167882e+00,1.09167882e+00,4.25728855e-02
4.66725394e+01,4.66725394e+01,4.57941525e+00
;
6.96922598e+01,6.96922598e+01,1.43931215e+00
6.03677545e+00,6.03677545e+00,1.07083225e+00
3.19161564e+00,3.19161564e+00,6.56648312e-02
3.66367174e+01,3.66367174e+01,2.10025808e+00
1.83503233e+01,1.83503233e+01,9.01080376e-01
5.32437015e+01,5.32437015e+01,1.35917908e-01
1.11050191e+00,1.11050191e+00,1.53905294e-01
6.60517675e+01,6.60517675e+01,1.00728825e+00
8.06102833e+01,8.06102833e+01,1.09399043e+01
3.72905853e+00,3.72905853e+00,8.52116540e-02
;
2.17145879e+00,2.17145879e+00,1.27340202e-01
1.56005336e+01,1.56005336e+01,3.46224537e-01
1.59821338e+01,1.59821338e+01,4.55091543e-01
4.97496815e+00,4.97496815e+00,3.34436201e-01
2.36282516e+01,2.36282516e+01,1.39983014e-02
3.62109079e+00,3.62109079e+00,6.50996620e-01
4.35442043e+01,4.35442043e+01,4.01774764e+00
1.57128467e+00,1.57128467e+00,8.98780055e-02
4.45411068e+00,4.45411068e+00,4.35463873e-01
1.10837865e+01,1.10837865e+01,7.29961153e-01
;
9.88418030e+01,9.88418030e+01,4.57459064e+00
7.64528144e+00,7.64528144e+00,1.08902944e+00
5.20960721e+01,5.20960721e+01,3.60559302e+00
5.34841412e+00,5.34841412e+00,3.94783079e-02
2.46632007e+01,2.46632007e+01,8.79982811e-01
7.81403020e+01,7.81403020e+01,4.59463155e+00
8.49640118e+00,8.49640118e+00,2.82088559e-01
1.14464457e+00,1.14464457e+00,1.02895100e-02
2.22202166e+01,2.22202166e+01,3.28998671e+00
2.76640866e+00,2.76640866e+00,4.14819952e-01
;
1.34615498e+01,1.34615498e+01,3.18892920e-01
1.00887405e+01,1.00887405e+01,1.09934163e+00
6.24881168e+01,6.24881168e+01,1.41352807e+01
8.29248100e+00,8.29248100e+00,7.13867539e-02
1.30610430e+01,1.30610430e+01,5.30277925e-01
1.65130236e+00,1.65130236e+00,2.46429855e-01
4.13370175e+00,4.13370175e+00,3.10049518e-01
1.12187457e+01,1.12187457e+01,5.71105752e-01
2.06553878e+01,2.06553878e+01,2.71026204e-01
1.90238432e+00,1.90238432e+00,6.40360142e-02
;
5.53366175e+00,5.53366175e+00,7.74708363e-01
2.00261055e+01,2.00261055e+01,1.04797941e+00
9.55607174e+00,9.55607174e+00,7.68988059e-02
1.35868249e+01,1.35868249e+01,7.86015477e-01
2.16253233e+00,2.16253233e+00,2.35351552e-02
9.87781144e+01,9.87781144e+01,1.62159932e+01
4.94726087e+01,4.94726087e+01,6.94027663e+00
1.58856356e+00,1.58856356e+00,1.85555032e-02
1.60610651e+01,1.60610651e+01,5.42486596e-01
7.83383088e+01,7.83383088e+01,1.10441566e+01
;
3.73448069e+01,3.73448069e+01,1.94760116e+00
1.08983205e+01,1.08983205e+01,1.11450419e+00
8.38003640e+00,8.38003640e+00,2.07206816e-01
1.50019532e+00,1.50019532e+00,9.18611172e-02
4.06139828e+00,4.06139828e+00,2.44134569e-01
4.43281269e+01,4.43281269e+01,3.16641835e+00
1.57884941e+00,1.57884941e+00,4.73625296e-01
2.01511810e+01,2.01511810e+01,1.50352853e+00
5.67636724e+00,5.67636724e+00,1.48697031e-01
1.54395865e+01,1.54395865e+01,2.67003216e-01
;
2.89200064e+00,2.89200064e+00,5.54365271e-03
9.07164676e+01,9.07164676e+01,3.12680041e+00
7.56555746e+01,7.56555746e+01,4.09560858e+00
1.96931766e+00,1.96931766e+00,2.17248262e-02
6.75396492e+01,6.75396492e+01,1.32805806e+00
5.76676490e+01,5.76676490e+01,4.32783205e-02
6.03944113e+00,6.03944113e+00,5.32803326e-01
6.36946189e+01,6.36946189e+01,1.49550785e+01
1.21772192e+01,1.21772192e+01,1.81861567e+00
4.07351882e+01,4.07351882e+01,9.19291507e+00
;
2.42830202e+00,2.42830202e+00,3.30622963e-02
3.91190214e+00,3.91190214e+00,6.21099147e-01
6.84228318e+00,6.84228318e+00,6.04213534e-02
1.12207447e+01,1.12207447e+01,1.37528215e+00
4.22758764e+01,4.22758764e+01,2.60243387e+00
8.82301652e+01,8.82301652e+01,7.30172704e+00
6.95369682e+01,6.95369682e+01,1.15636731e+01
2.81130846e+01,2.81130846e+01,2.54788178e-01
2.77354107e+00,2.77354107e+00,1.84669235e-01
6.39770625e+01,6.39770625e+01,1.02337373e+01
;
6.21957754e+01,6.21957754e+01,2.38515498e+00
7.87374931e+01,7.87374931e+01,1.54069109e+01
3.29725862e+00,3.29725862e+00,4.74691530e-02
2.46973108e+00,2.46973108e+00,9.54097082e-02
1.07418225e+00,1.07418225e+00,2.13902920e-03
3.00134738e+00,3.00134738e+00,3.63560940e-01
3.56686250e+00,3.56686250e+00,8.88205339e-01
4.91637875e+00,4.91637875e+00,2.52271508e-01
1.88779331e+01,1.88779331e+01,1.06991365e+00
1.71979326e+01,1.71979326e+01,1.94028317e+00
;
1.47263660e+00,1.47263660e+00,9.03479312e-02
2.60426109e+01,2.60426109e+01,9.40828010e-02
3.05962718e+01,3.05962718e+01,1.49822171e+00
4.23819603e+00,4.23819603e+00,3.53412180e-01
7.50102167e+00,7.50102167e+00,9.00924983e-01
2.34936625e+01,2.34936625e+01,1.92206784e+00
3.98836823e+00,3.98836823e+00,5.21585966e-02
2.23989395e+01,2.23989395e+01,4.47222735e+00
9.48057119e+01,9.48057119e+01,1.57159168e+01
3.91474817e+01,3.91474817e+01,5.17734565e+00
;
3.85414025e+00,3.85414025e+00,2.71885153e-01
1.85282324e+00,1.85282324e+00,1.26020176e-02
7.06459146e+01,7.06459146e+01,8.60044082e+00
